date,place,subp_credit_all,subp_credit_coc,subp_credit_whi,debt_in_collect_all,debt_in_collect_coc,debt_in_collect_whi,median_debt_in_collect_all,median_debt_in_collect_coc,median_debt_in_collect_whi,avg_cc_util_all,avg_cc_util_coc,avg_cc_util_whi,stud_loan_del_rate_all,stud_loan_del_rate_coc,stud_loan_del_rate_whi,cc_del_rate_all,cc_del_rate_coc,cc_del_rate_whi,auto_retail_loan_del_rate_all,auto_retail_loan_del_rate_coc,auto_retail_loan_del_rate_whi,mortgage_del_rate_all,mortgage_del_rate_coc,mortgage_del_rate_whi,afs_cred_all,afs_cred_coc,afs_cred_whi,del_afs_credit_rate_all,del_afs_credit_rate_coc,del_afs_credit_rate_whi,median_credit_score_all,median_credit_score_coc,median_credit_score_whi
2/1/2020,AK,25.02,35.15,19.97,27.11,32.68,22.65,2073,1248,2205,35.37,44.28,33.71,17.92,21.95,15.48,5.07,10.06,4.19,2.51,2.26,1.98,2.62,3.19,2.49,4.25,8.3,2.54,35.21,26.56,31.39,690,638,712
2/1/2020,AL,33.45,51.47,28.7,38.05,56.75,33.14,1917,1916,1916,32.84,42.32,31.13,20.4,30.11,17.4,7.62,13,6.66,7.33,12.11,6.1,4.1,7.38,3.69,8.18,13.15,6.83,18.81,24.56,16.83,665,587,676
2/1/2020,AR,32.93,52.27,30.24,37.97,58.2,35.07,1671,1847,1650,32.51,42.17,31.49,21.84,34.53,19.69,7.83,15.56,7.22,5.11,11.37,4.39,3.74,7.1,3.53,2.61,3.6,2.43,8.68,7.03,8.11,667,589,675
2/1/2020,AZ,26.45,41.21,18.94,32.4,47.48,24.48,2051,1995,2037,30.06,37.57,26.8,18.37,25.69,14.93,5.99,9.83,4.65,4.51,8.28,2.88,2.4,5.05,1.6,4.67,6.91,3.56,11.26,11.59,11.16,684,630,721
2/1/2020,CA,20.73,24.98,14.1,23.74,28.08,17.08,1842,1848,1679,27.83,30,24.54,15.12,17.78,10.97,5.48,6.82,3.71,3.98,5.16,2.02,2.13,2.74,1.34,4.42,5.44,2.64,16.85,16.74,15.9,704,680,736
2/1/2020,CO,20.41,34.63,16.74,24.61,40.45,20.51,1682,1401,1730,27.83,34.8,26.24,14.03,19.4,12.36,4.57,7.9,3.98,2.7,4.99,2.24,1.79,3.41,1.5,4.08,7.45,3.21,14.77,17.46,13.13,720,659,735
2/1/2020,CT,21.39,40.67,14.96,25.66,44.95,18.95,1625,1505,1656,28.25,39.15,25.64,13.03,21.99,9.88,5.45,11.33,4.04,2.88,6.42,1.98,3.67,6.9,3.2,1.42,2.5,0.99,12.95,13.33,10.85,716,636,740
2/1/2020,DC,26.1,38.1,7.01,28.2,41.02,7.53,1468,1535,966,29.38,36.99,19.89,16.43,22.72,5.05,5.85,9.14,1.96,6.01,7.7,0.77,2.34,3.74,0.69,2.6,3.79,0.43,11.46,13.33,n/a*,693,649,754
2/1/2020,DE,26.05,44.13,20.68,31.8,51.09,25.97,1891,1865,1808,29.73,39.28,27.13,16.04,24.94,12.31,6.39,12.08,5.11,4.1,7.2,3.31,3.37,7.63,2.81,5.87,9.83,4.57,11.57,13.27,9.5,690,618,717
2/1/2020,FL,26.81,33.83,21.91,33.14,39.48,28.54,2186,2240,2146,31.66,37.52,27.97,18.69,21.01,16.62,7.2,9.95,5.54,4.37,6.04,3.37,3.41,4.74,2.63,4.52,5.33,3.85,9.11,10.33,8.41,680,658,710
2/1/2020,GA,32.71,43.48,26.29,37.7,48.64,31.35,1948,2029,1874,35.09,42.6,31.62,19.42,23.94,15.4,8.33,13.04,6.14,6.57,9.41,4.9,3.94,6.16,3.18,5.61,7.59,4.36,7.87,9.16,7.17,665,621,683
2/1/2020,HI,16.6,16.72,18.85,18.09,18.05,22.13,1999,1946,n/a*,28.47,28.54,31.45,14.2,13.82,n/a*,5.18,5.24,6.58,3.67,3.71,1.69,2.24,2.21,n/a*,3.98,4.08,3.28,14.84,15.38,n/a*,720,719,703
2/1/2020,IA,19.85,46.5,19.1,23.03,42.68,22.21,1647,1646,1685,25.1,33.11,24.81,14.51,n/a*,14.22,4.68,11.48,4.57,2.7,n/a*,2.63,2.37,n/a*,2.24,2.51,1.91,2.42,9.08,n/a*,9.09,724,621,727
2/1/2020,ID,19.76,35.94,19.31,22.9,42.19,22.41,2307,n/a*,2324,27.59,n/a*,27.44,14.55,n/a*,14.36,4.31,n/a*,4.2,2.84,n/a*,2.72,2.08,n/a*,2.05,6.12,7.81,6.04,11.56,n/a*,11.27,712,643,714
2/1/2020,IL,23.65,41.42,18.12,28.53,46.32,22.95,1547,1532,1601,28.12,38.55,25.53,14.51,23.62,11.6,5.38,10.45,4.21,4.02,7.51,3.09,3.26,5.92,2.81,3.95,6.78,3.1,11.34,12.66,10.26,704,632,730
2/1/2020,IN,27.06,48.12,24.35,31.79,53.46,28.99,1872,1868,1863,29.58,41.11,28.6,18.49,31.22,16.54,5.98,11.83,5.44,3.93,8.64,3.47,3.43,7.32,3.24,5.26,8.53,4.85,8.52,11.57,7.69,682,600,695
2/1/2020,KS,23.49,42.09,20.35,27.88,47.32,24.56,1746,1554,1750,26.9,34.54,25.77,16.09,31.69,14.3,4.63,7.76,4.14,3.02,4.53,2.63,2.25,3.46,2.05,3.7,5.23,3.33,9.23,13.51,7.95,704,633,719
2/1/2020,KY,29.87,63.13,28.38,35.77,69,34.3,1342,1168,1348,29.64,43.52,28.99,20.33,36.6,19.72,6.61,18.63,6.29,4.75,12.36,4.56,3.28,6.48,3.16,4.8,7.34,4.62,7.16,11.11,6.95,675,552,676
2/1/2020,LA,35.04,48.68,29.29,42.14,56.17,36.29,1899,1865,1938,33.96,40.89,31.7,20.94,26.04,17.64,7.78,11.75,6.55,6.84,10.39,5.38,4.93,8.01,4.06,6.29,9.05,5.11,18.91,21.95,16.88,660,600,675
2/1/2020,MA,17.2,34.27,13.8,19.41,36.83,16.11,1549,1468,1594,25.81,37.24,24.24,10.71,18.89,9.03,4.89,9.53,4.1,2.6,6.57,2.01,2.49,5.03,2.31,1.43,3.52,1.08,13.32,11.6,14.66,729,654,743
2/1/2020,MD,25.25,34.65,18.87,28.49,38.37,21.79,1569,1684,1463,31.1,37.95,27.45,15.34,19.28,11.83,6.68,9.7,5.08,4.27,6.24,3,3.71,5.81,2.85,3.31,4.76,2.42,9.15,10.49,8.19,695,659,728
2/1/2020,ME,21.45,n/a**,21.41,28.18,n/a**,28.13,1694,n/a**,1706,28.1,n/a**,28.09,13.57,n/a**,13.47,4.96,n/a**,4.95,2.11,n/a**,2.13,3.14,n/a**,3.14,2.94,n/a**,2.96,6.41,n/a**,6.46,711,n/a**,712
2/1/2020,MI,24.63,53.49,20.4,29.96,60.67,25.51,1553,1879,1460,28.45,45.22,26.94,17.84,36.16,14.63,5.51,14.36,4.7,3.65,10.36,2.97,2.63,5.85,2.48,3.85,8.62,3.15,9.95,11.62,9.32,703,573,720
2/1/2020,MN,14.14,33.88,12.96,15.12,36.43,13.8,1700,1553,1720,24.61,35.92,24.1,11.18,25.18,10.27,3.77,7.78,3.56,2.06,5.29,1.89,2.04,4.13,1.97,1.97,3.07,1.89,8.44,11.36,8.08,738,655,743
2/1/2020,MO,26.97,55.89,23.52,32.55,62.98,28.91,1948,2118,1913,28.42,41.15,27.28,18.25,31.6,16.36,5.53,12.23,4.96,4.54,11.16,3.88,2.91,7.64,2.58,5.73,11.8,5,11.22,13.97,10.6,689,568,705
2/1/2020,MS,36,48.76,29.86,39.51,51.85,33.57,1774,1762,1741,36.23,43.05,34.21,22.61,29.47,18.29,10.03,14.9,8.45,8.05,11.62,6.22,5.95,9.43,4.87,7.15,8.83,6.26,17.39,19.59,15.93,653,599,671
2/1/2020,MT,19.87,50.94,18.62,22.82,55.32,21.51,1837,2480,1816,27.17,41.8,26.77,15.54,40.35,14.77,3.9,9.35,3.82,2.72,8.13,2.53,1.91,n/a*,1.86,2.3,4.18,2.19,7.01,n/a*,6.98,718,584,722
2/1/2020,NC,28.4,39.83,24,35.67,47.87,30.98,1670,1717,1633,30.74,37.74,28.5,16.64,21.51,13.94,6.81,11.29,5.67,5.08,7.71,4.06,3.42,5.67,2.93,4.95,6.67,4.21,8.21,10.29,7.22,678,638,702
2/1/2020,ND,16.46,37.54,15.81,17.69,44.19,16.86,2158,1933,2175,26.47,41.68,26.23,11.52,n/a*,11.28,4.15,9.38,4.05,2.29,10.26,2.09,1.9,n/a*,1.92,4.25,5.32,4.2,9.96,n/a*,9.7,726,621,728
2/1/2020,NE,18.16,36.92,16.04,19.97,40.75,17.6,2003,1951,2097,26.01,33.71,25.22,12.05,22.16,11.44,4.73,11.25,4.3,2.87,7.04,2.49,2.14,4.86,2,3.17,5.1,2.94,10.15,8.33,10.6,722,647,731
2/1/2020,NH,16.72,n/a**,16.72,20.04,n/a**,20.03,1674,n/a**,1681,26.61,n/a**,26.62,11.67,n/a**,11.65,4.74,n/a**,4.75,2.7,n/a**,2.68,2.75,n/a**,2.73,2.05,n/a**,2.04,7.43,n/a**,7.33,726,n/a**,727
2/1/2020,NJ,21.37,34,14.7,25.43,38.28,18.65,1379,1287,1455,27.66,34.28,24.82,13.26,20.11,9.44,5.52,8.76,4.19,3.21,5.87,2.14,3.6,5.1,3.14,2.14,2.98,1.64,11.68,12.46,10.03,711,661,737
2/1/2020,NM,29.8,35.52,18.99,36.31,42.46,23.81,1761,1749,1821,31.67,34.54,25.44,20.57,23.69,15.93,6.19,7.21,4.41,6.59,8.68,3.13,3.81,5.2,1.56,7.72,9.5,3.91,10.69,10.4,10.42,670,651,726
2/1/2020,NV,30.55,42.01,21.39,36.17,47.95,26.53,2132,1964,2155,32.84,38.23,28.71,21.34,26.97,17,7.52,10.49,5.58,5.18,8.17,3.12,2.4,4.18,1.69,9.94,13.01,6.77,19.01,20.97,16.68,672,630,711
2/1/2020,NY,20.34,28.62,15.96,22.64,30.14,18.76,1755,1686,1850,28.38,35.45,25.35,13.95,19.31,10.99,5.95,9.39,4.44,3.19,5.89,2.25,3.38,5.26,3.01,1.46,2.06,1.21,7.24,8.68,5.41,713,670,734
2/1/2020,OH,26.24,51.56,22.7,32.09,57.04,28.55,1529,1606,1502,28.2,40.92,26.98,17.74,31.16,15.42,5.78,12.53,5.12,3.67,8.81,3.09,2.86,5.81,2.66,7.38,12.46,6.7,9.31,12.85,8.4,691,585,709
2/1/2020,OK,32.7,53.12,29.34,38.62,60.3,35.16,2122,1901,2130,31.99,37.99,31.14,23.38,44.39,20.39,6.44,12.41,5.97,5.52,9.5,5.03,3.85,5.71,3.61,5,5.73,4.66,16.47,16.03,15.55,667,576,675
2/1/2020,OR,18.07,n/a*,17.34,20.08,n/a*,19.33,1540,n/a*,1552,27.17,n/a*,26.92,15.2,n/a*,14.77,4.13,n/a*,4.04,2.19,n/a*,2.11,1.65,n/a*,1.54,3.2,n/a*,3.1,9.67,n/a*,9.17,718,n/a*,721
2/1/2020,PA,22.44,48.66,18.74,27.12,54.51,23.26,1821,1791,1824,27.4,42.71,25.9,14.85,30.8,12.3,5.66,14.04,4.86,3.19,9.08,2.6,3.6,9.74,3.19,3.37,5.81,3.02,6.72,8.8,6.13,716,596,729
2/1/2020,RI,22.38,39.56,18.44,25,40.79,21.32,1794,1701,1803,29.01,39.24,27.21,14.9,22.2,13.16,5.77,10.82,4.86,2.78,5.68,2.4,3.42,4.11,3.3,2.36,3.32,2.15,11.73,20.21,8.19,708,643,724
2/1/2020,SC,32.72,46.32,27.74,41.31,56.1,35.88,2197,2182,2236,32.27,39.51,30.34,19.42,25.94,17.17,7.16,12.18,6.1,7.12,11.62,5.56,4.05,7.89,3.46,6.58,8.55,5.76,8.14,9.93,7.57,668,612,680
2/1/2020,SD,15.9,46.3,14.62,17.03,48.04,15.65,2201,2546,2201,26.7,37.38,26.45,10.36,22.41,10.1,4.46,10.81,4.39,2.89,16.55,2.52,2.05,n/a*,2.01,3.44,4.78,3.42,14.75,n/a*,14.85,725,593,729
2/1/2020,TN,29.98,54.09,26.64,35.73,59.91,32.52,1947,2144,1916,30.37,43.87,28.84,18.99,28.68,17.04,6.3,13.87,5.53,5.23,10.29,4.64,3.33,8.49,2.96,5.42,10.09,4.69,15.1,21.61,13.09,675,574,690
2/1/2020,TX,32.03,40.12,23.65,40.96,49.38,32.37,2102,2086,2109,33.07,37.13,29.49,17.54,20.68,14.23,6.95,9.08,5.15,6.65,9.05,4.37,4.02,5.8,2.73,5.65,6.95,4.23,10.1,10.37,9.36,666,637,696
2/1/2020,UT,19.3,36.75,17.95,21.91,41.14,20.59,1891,1693,1920,28.42,35.37,27.86,12.99,25.53,12.21,4.24,7.33,4.06,2.95,5.46,2.8,1.92,2.96,1.89,4.12,6.37,3.91,11.23,14.06,10.64,712,649,717
2/1/2020,VA,24.21,36.1,20.93,28.22,41.22,24.9,1776,1861,1693,29.41,36.02,27.58,14.19,20.12,11.99,5.35,8.4,4.52,3.55,5.2,3.02,2.73,3.78,2.53,4.2,5.42,3.88,8.05,9.56,7.69,706,656,722
2/1/2020,VT,15.81,n/a*,15.76,18.84,n/a*,18.8,1702,n/a*,1702,26.16,n/a*,26.21,10.42,n/a*,10.51,4.47,n/a*,4.46,2.43,n/a*,2.39,2.43,n/a*,2.45,0.64,n/a*,0.65,15.15,n/a*,15.15,727,n/a*,728
2/1/2020,WA,16.66,22.77,15.21,18.69,24.45,17.22,1794,1809,1761,27.25,30.35,26.84,12.62,15.67,11.81,4.1,6.32,3.78,2.48,3.38,2.26,1.62,2.25,1.52,5.45,7.5,4.87,9.31,10.45,8.88,725,690,731
2/1/2020,WI,19.41,52.73,16.43,23.54,58.14,20.44,1854,1853,1853,24.8,40.14,24.04,13.09,29.26,11.31,3.83,11.19,3.44,2.95,9.46,2.53,1.91,4,1.82,4.14,10.61,3.59,9.53,10.27,9.33,729,580,739
2/1/2020,WV,31.6,n/a*,31.46,40.45,n/a*,40.31,1643,n/a*,1634,30.93,n/a*,30.79,20.62,n/a*,20.51,6.98,n/a*,6.91,4.17,n/a*,4.14,4.03,n/a*,4,3.77,n/a*,3.77,4.92,n/a*,4.93,671,n/a*,672
2/1/2020,WY,22.84,71.7,22.48,27.17,83.02,26.77,2478,n/a*,2496,28.53,n/a*,28.47,12.87,n/a*,12.9,4.51,n/a*,4.44,2.68,n/a*,2.59,2.1,n/a*,2.11,4.2,3.77,4.16,12.43,n/a*,12.89,705,524,707
4/1/2020,AK,24.23,35.06,19.28,26.88,31.82,22.38,2130,1315,2242,32.52,40.59,30.92,14.81,21.52,13.04,4.6,9.35,3.74,2.36,2.31,1.61,2.66,5.56,2.43,4.34,8.44,2.71,33.41,21.54,32.19,696,644,718
4/1/2020,AL,32.36,50.18,27.71,37.64,56.12,32.82,1946,1966,1938,30.62,39.55,28.93,15.86,24.03,13.16,6.82,11.99,5.87,7.17,11.93,6.03,3.5,6.08,3.13,8.42,13.57,7.07,17.94,22.8,15.99,668,593,679
4/1/2020,AR,31.8,50.8,29.11,37.7,57.43,34.86,1657,1798,1629,30.04,39.08,29.06,16.86,26.89,14.99,7.14,13.46,6.66,4.91,10.28,4.39,3.21,4.45,3.08,2.83,3.91,2.64,6.99,6.47,6.3,670,593,675
4/1/2020,AZ,25.32,39.79,18.04,32.13,47.2,24.33,2035,1993,2011,27.68,34.52,24.66,15.36,21.32,12.36,5.57,9.18,4.31,4.25,7.43,2.81,1.99,4.05,1.35,4.92,7.37,3.68,9.59,9.8,9.13,687,636,723
4/1/2020,CA,19.99,24.08,13.62,23.98,28.35,17.26,1861,1874,1665,25.54,27.74,22.29,11.75,13.5,8.9,5.28,6.55,3.65,3.9,5.04,2.05,1.84,2.3,1.25,4.57,5.63,2.72,15.99,15.96,15.4,707,683,739
4/1/2020,CO,19.57,33.47,16.01,24.3,39.89,20.25,1668,1349,1730,25.52,32.36,23.93,11.72,15.45,10.23,4.4,7.72,3.83,2.59,4.42,2.13,1.56,2.73,1.33,4.23,7.64,3.35,13.68,17.87,11.48,723,663,739
4/1/2020,CT,20.59,39.69,14.12,25.47,44.91,18.6,1554,1417,1590,25.82,36.14,23.32,10.49,17.65,8.01,5.21,10.49,3.92,2.94,6.85,2,3.25,6.21,2.77,1.48,2.72,1.01,12.09,11.07,10.66,720,639,744
4/1/2020,DC,25.16,36.89,6.31,28.07,40.45,7.76,1441,1513,955,25.75,33.24,16.29,13.82,19.14,4.17,5.87,8.99,2.05,6.31,8.19,1.27,2.5,3.53,1.71,2.57,3.79,0.39,8.71,8.06,n/a*,698,655,759
4/1/2020,DE,25.2,43.24,19.93,31.29,51.05,25.35,1862,1932,1738,27.22,35.89,24.8,12.66,20.99,8.9,5.7,10.79,4.57,3.91,7.05,3.1,3.16,6.26,2.66,6.03,10.29,4.66,9.58,11.86,7.82,695,626,720
4/1/2020,FL,25.59,32.38,20.87,32.58,38.95,27.94,2184,2211,2149,29.18,34.68,25.7,15.06,16.75,13.45,6.83,9.57,5.23,4.23,5.84,3.23,2.95,4.16,2.32,4.76,5.65,4.05,7.75,8.82,7.03,684,661,713
4/1/2020,GA,31.51,41.94,25.27,37.29,48.29,30.94,1911,1999,1835,32.41,39.36,29.22,15.91,20.1,12.63,7.66,11.79,5.71,6.25,8.91,4.77,3.27,5.23,2.56,5.85,8,4.55,6.57,7.53,6.18,668,628,687
4/1/2020,HI,16.41,16.46,15.75,18.36,18.18,21.26,1965,1966,n/a*,26.19,26.17,26.2,12.63,12.52,n/a*,5.25,5.33,5.13,3.84,3.87,0,2.22,2.21,n/a*,4.12,4.25,2.36,12.47,13.02,n/a*,721,720,698
4/1/2020,IA,18.63,42.11,17.91,22.52,41.45,21.72,1646,912,1682,23.22,30.06,22.93,11.96,n/a*,11.76,4.25,10.34,4.14,2.45,n/a*,2.39,1.88,n/a*,1.78,2.64,2.63,2.55,6.98,n/a*,7.07,728,635,731
4/1/2020,ID,18.43,33.87,17.97,22.2,43.55,21.7,2142,n/a*,2164,25.58,n/a*,25.43,11.71,n/a*,11.51,4.07,n/a*,4.01,2.94,n/a*,2.82,1.29,n/a*,1.25,6.38,9.68,6.29,11.17,n/a*,10.96,715,647,717
4/1/2020,IL,22.44,39.55,17.02,27.8,45.39,22.23,1541,1538,1584,25.56,35.38,23.04,12.02,19.68,9.59,4.97,9.52,3.85,3.98,7.58,3.02,2.7,4.67,2.33,4.13,7.1,3.22,9.9,11.37,8.98,710,640,735
4/1/2020,IN,25.87,46.27,23.24,31.38,52.94,28.62,1884,1868,1879,27,37.63,26.11,15.25,25.87,13.61,5.49,10.78,5.02,3.75,8.11,3.34,2.83,6.07,2.66,5.44,8.79,5.02,6.85,8.89,6.16,686,608,700
4/1/2020,KS,22.7,40.7,19.59,27.55,46.97,24.24,1746,1562,1742,24.88,32.62,23.75,14.15,29.97,12.5,4.29,7.69,3.91,2.81,4.56,2.5,2.17,4.52,1.96,3.88,5.74,3.44,8.26,10.56,6.92,708,637,722
4/1/2020,KY,28.78,61.14,27.28,35.49,68.73,33.99,1333,1207,1338,27.37,42.63,26.77,16.88,30.83,16.41,5.96,16.28,5.71,4.55,10.08,4.37,3.03,4.59,2.92,5.06,7.34,4.85,6.05,4.49,6.06,675,552,679
4/1/2020,LA,34.09,47.26,28.54,41.97,56,36.15,1902,1897,1921,31.35,37.65,29.25,16.85,20.73,14.51,7.1,10.49,5.95,6.73,9.95,5.38,4.38,7.41,3.59,6.5,9.24,5.27,17.68,21.25,14.95,664,606,677
4/1/2020,MA,16.43,32.28,13.24,19.14,35.78,15.9,1580,1500,1637,23.29,33.95,21.83,8.55,14.86,7.24,4.74,9.21,3.93,2.4,5.62,1.91,2.14,4.15,2.03,1.48,3.63,1.12,11.16,11.41,11.73,733,661,745
4/1/2020,MD,24.19,33.36,17.98,28.32,38.05,21.73,1594,1707,1451,28.81,35.49,25.27,13.06,16.23,9.99,6.28,9.07,4.77,4.03,5.91,2.87,3.23,5.15,2.41,3.5,4.96,2.6,6.9,7.96,5.39,698,662,732
4/1/2020,ME,20.87,n/a**,20.85,27.85,n/a**,27.83,1717,n/a**,1720,25.79,n/a**,25.78,10.37,n/a**,10.24,4.84,n/a**,4.83,2.1,n/a**,2.12,2.92,n/a**,2.93,3.08,n/a**,3.09,5.38,n/a**,5.44,714,n/a**,714
4/1/2020,MI,23.58,52.09,19.43,29.6,60.45,25.14,1521,1859,1421,26.01,41.44,24.64,15.13,30.8,12.38,5.11,13,4.36,3.54,10.17,2.91,2.02,5.4,1.84,4.03,9.1,3.29,8.39,8.39,8.1,707,578,723
4/1/2020,MN,13.47,31.2,12.36,14.9,34.77,13.64,1738,1545,1764,22.56,32.52,22.06,9.02,22.05,8.16,3.54,7.3,3.37,2.01,4.33,1.85,1.81,2.87,1.78,2.01,3.18,1.93,5.9,4.44,5.89,741,664,746
4/1/2020,MO,26.11,54.19,22.72,32.43,62.55,28.78,1976,2147,1932,26.18,38.42,25.07,14.95,25.91,13.45,5.23,11.32,4.67,4.68,10.43,4.07,2.53,7.22,2.25,5.97,12.09,5.21,10.65,13.24,9.89,693,574,708
4/1/2020,MS,34.6,47.38,28.43,39.16,51.87,33,1763,1831,1719,33.6,39.44,31.83,18.37,23.83,15.11,9.21,13.53,7.76,7.43,10.66,5.6,5.12,8.22,4.07,7.39,9.16,6.45,15.78,16.72,14.73,657,605,674
4/1/2020,MT,18.96,50.95,17.74,22.55,54.95,21.28,1739,2230,1756,25.16,37.97,24.82,13.05,34.55,12.37,3.61,12.14,3.49,2.73,9.21,2.51,1.45,n/a*,1.4,2.52,4.63,2.4,4.73,n/a*,4.75,721,585,724
4/1/2020,NC,27.14,37.84,22.99,35.17,47.3,30.5,1663,1709,1622,28.5,34.71,26.42,13.38,17.12,11.13,6.33,9.88,5.37,4.82,7.19,3.94,2.98,4.99,2.47,5.23,7.08,4.43,6.19,8.19,5.78,682,644,707
4/1/2020,ND,15.72,40.59,14.92,17.37,43.56,16.5,2258,1677,2301,24.72,36.73,24.51,9.63,n/a*,9.33,3.79,9.18,3.68,2.19,9.26,2.02,2.04,n/a*,2.07,4.48,5.28,4.42,9.62,n/a*,9.59,729,628,732
4/1/2020,NE,17.17,36.31,15.02,19.79,39.93,17.45,1975,1968,2090,23.86,30.91,23.11,9.23,18.78,8.71,4.01,9.67,3.61,2.63,5.27,2.34,1.8,4.47,1.68,3.3,5.16,3.09,8.22,5.41,8.56,726,648,735
4/1/2020,NH,15.86,n/a**,15.86,20.09,n/a**,20.05,1661,n/a**,1670,24.48,n/a**,24.5,9.49,n/a**,9.47,4.44,n/a**,4.43,2.63,n/a**,2.6,2.33,n/a**,2.33,2.22,n/a**,2.21,5.87,n/a**,5.94,729,n/a**,729
