date,place,subp_credit_all,subp_credit_coc,subp_credit_whi,debt_in_collect_all,debt_in_collect_coc,debt_in_collect_whi,median_debt_in_collect_all,median_debt_in_collect_coc,median_debt_in_collect_whi,avg_cc_util_all,avg_cc_util_coc,avg_cc_util_whi,stud_loan_del_rate_all,stud_loan_del_rate_coc,stud_loan_del_rate_whi,cc_del_rate_all,cc_del_rate_coc,cc_del_rate_whi,auto_retail_loan_del_rate_all,auto_retail_loan_del_rate_coc,auto_retail_loan_del_rate_whi,mortgage_del_rate_all,mortgage_del_rate_coc,mortgage_del_rate_whi,afs_cred_all,afs_cred_coc,afs_cred_whi,del_afs_credit_rate_all,del_afs_credit_rate_coc,del_afs_credit_rate_whi,median_credit_score_all,median_credit_score_coc,median_credit_score_whi
4/1/2020,NJ,20.4,32.37,14.1,25.22,37.89,18.61,1359,1257,1455,25.2,31.25,22.62,10.91,16.25,7.98,5.29,8.39,4.03,3.18,5.58,2.22,3.16,4.5,2.73,2.24,3.11,1.71,9.22,10.01,8.33,714,666,741
4/1/2020,NM,28.51,34.05,17.51,35.87,41.84,23.4,1759,1715,1844,29.43,32.13,23.37,17.69,20.31,14.62,5.6,6.48,3.78,6.02,7.68,2.93,3.17,4.02,1.65,7.99,9.94,4.03,10,9.97,11.33,674,655,728
4/1/2020,NV,29.29,40.47,20.42,35.79,47.37,26.25,2119,1972,2117,30.46,35.74,26.51,17.51,22.78,13.61,7.09,10.31,5.11,4.94,7.69,3.18,2.01,3.26,1.64,10.28,13.48,7.01,18.25,20.68,14.98,675,635,715
4/1/2020,NY,19.46,27.51,15.14,22.57,30.17,18.65,1748,1689,1839,25.77,32.47,22.93,11.32,15.58,9.07,5.84,9.17,4.28,3.17,5.82,2.23,3.04,4.92,2.65,1.58,2.22,1.33,5.03,5.75,3.64,716,673,738
4/1/2020,OH,25.28,50.35,21.74,31.96,57.26,28.39,1532,1569,1516,25.78,38.11,24.61,14.51,25.41,12.59,5.4,11.77,4.8,3.65,8.35,3.11,2.49,5.03,2.34,7.51,12.66,6.82,8.54,11.74,7.69,695,591,712
4/1/2020,OK,31.08,50.93,27.75,37.23,57.85,33.97,2190,1962,2194,29.46,34.67,28.63,18.76,36.64,16.16,6.2,10.76,5.83,5.45,9.05,4.98,3.58,4.29,3.56,5.3,6.34,4.92,15.17,17.25,14.17,671,586,676
4/1/2020,OR,17.25,n/a*,16.5,19.89,n/a*,19.13,1547,n/a*,1567,25,n/a*,24.77,13.12,n/a*,12.7,3.87,n/a*,3.75,2.1,n/a*,2.02,1.39,n/a*,1.3,3.36,n/a*,3.28,8.92,n/a*,8.97,721,n/a*,723
4/1/2020,PA,21.58,47.48,17.93,27,54.54,23.09,1822,1746,1843,25.13,39.17,23.76,12.81,26.43,10.57,5.26,12.89,4.54,3.03,8.28,2.49,3.06,8.49,2.7,3.66,6.2,3.29,4.37,6.48,3.78,719,601,733
4/1/2020,RI,21.64,37.9,17.9,24.86,40.15,21.23,1789,1663,1837,26.53,35.02,24.95,11.81,17.89,10.53,5.33,10.23,4.5,2.48,4.86,2.17,3.27,3.89,3.11,2.43,3.41,2.22,8.42,13.4,6.21,711,648,727
4/1/2020,SC,31.83,45.5,26.83,41.24,56.33,35.7,2189,2175,2220,29.95,36.83,28.02,16.25,22.03,14.13,6.64,11.11,5.71,7.08,11.61,5.51,3.42,6.33,2.93,6.81,9.04,5.91,7.08,9.94,5.81,671,615,684
4/1/2020,SD,15.41,46.98,14.09,17.08,48.71,15.68,2174,2549,2143,24.68,33.65,24.45,8.26,19.3,8.04,4.16,7.96,4.08,2.67,14.81,2.31,1.42,n/a*,1.37,3.52,4.74,3.5,10.99,n/a*,10.86,727,588,732
4/1/2020,TN,28.75,51.91,25.61,35.13,58.4,32.03,1906,2036,1889,28.11,40.71,26.68,15.51,23.81,13.95,5.79,12.56,5.09,5.34,10.81,4.78,2.66,6.67,2.4,5.56,10.5,4.82,14.04,19.57,12.46,678,583,694
4/1/2020,TX,30.96,38.89,22.75,40.83,49.26,32.16,2098,2084,2102,30.41,34.18,27.01,14.59,17.12,12.05,6.57,8.43,4.95,6.63,9.02,4.35,3.39,4.78,2.38,5.89,7.24,4.39,8.92,8.73,8.71,668,642,700
4/1/2020,UT,18.58,37.02,17.21,21.74,40.97,20.43,1912,1833,1945,26.14,34.05,25.63,11.18,22.45,10.43,4,6.83,3.77,2.97,6.02,2.77,1.83,3.05,1.77,4.32,6.52,4.07,11.32,10.61,11.36,715,651,721
4/1/2020,VA,23.26,35.1,20.07,27.95,40.93,24.62,1772,1867,1694,26.99,33.36,25.26,11.49,15.55,9.59,5.03,8.04,4.26,3.47,4.93,3.14,2.3,3.34,2.11,4.38,5.74,4.04,7.92,10.17,6.43,709,659,725
4/1/2020,VT,15.41,n/a*,15.37,18.9,n/a*,18.86,1652,n/a*,1664,23.9,n/a*,23.93,8.73,n/a*,8.73,4.17,n/a*,4.15,2.32,n/a*,2.27,2.33,n/a*,2.32,0.66,n/a*,0.68,15.94,n/a*,15.94,730,n/a*,730
4/1/2020,WA,15.72,21.51,14.38,18.27,24.11,16.85,1808,1728,1752,24.93,27.88,24.58,10.49,12.75,9.89,3.92,6.33,3.61,2.25,3.34,2.05,1.28,2,1.17,5.65,7.63,5.07,9.06,10.79,8.32,729,695,735
4/1/2020,WI,17.56,49.34,14.74,21.2,54.41,18.26,1743,1684,1756,22.75,36.71,22.06,10.77,24.42,9.24,3.44,9.29,3.13,2.85,8.41,2.49,1.74,4.56,1.64,4.3,11.18,3.73,8.94,9.21,8.81,735,594,743
4/1/2020,WV,30.69,n/a*,30.58,40.37,n/a*,40.28,1581,n/a*,1568,28.56,n/a*,28.45,16.65,n/a*,16.46,6.53,n/a*,6.47,3.96,n/a*,3.93,3.08,n/a*,3.07,4.29,n/a*,4.28,2.83,n/a*,2.9,674,n/a*,674
4/1/2020,WY,22.02,73.08,21.65,26.7,82.69,26.31,2594,n/a*,2668,26.25,n/a*,26.2,9.87,n/a*,10.03,4.32,n/a*,4.3,2.83,n/a*,2.74,2.18,n/a*,2.15,4.45,5.77,4.38,12.78,n/a*,12.8,710,526,713
6/1/2020,AK,23.37,33.2,18.51,26.93,31.64,22.3,2145,1360,2240,31.99,40.31,30.57,13.58,18.99,11.64,4.14,7.32,3.19,2.49,2.91,1.68,2.13,5.43,2.08,4.38,8.46,2.67,32.67,20,32.17,701,646,722
6/1/2020,AL,31.77,49.91,27.12,37.89,56.87,32.93,1959,1936,1972,29.21,37.03,27.77,14.46,22.08,12.05,5.52,9.75,4.8,7.12,12.66,5.89,2.27,3.67,2.11,8.55,13.57,7.2,17.48,22.61,15.5,670,595,683
6/1/2020,AR,31.26,50.47,28.54,37.78,57.63,34.93,1652,1785,1639,28.8,36.35,27.92,15.05,23.19,13.57,6.08,11.57,5.67,5.06,10.49,4.47,2.32,2.85,2.22,3.04,4.35,2.83,6.2,5.88,5.43,672,596,678
6/1/2020,AZ,24.22,38.03,17.15,31.64,46.44,23.9,2056,2005,2061,25.86,31.97,23.22,14.15,19.46,11.45,4.69,7.64,3.7,3.93,7.02,2.5,1.27,2.24,0.95,5.09,7.63,3.81,9.04,8.78,8.59,694,642,728
6/1/2020,CA,19.29,23.33,13.01,24.03,28.44,17.29,1883,1895,1696,23.66,25.57,20.94,11.24,13.05,8.34,4.62,5.74,3.26,3.54,4.63,1.87,1.27,1.52,0.89,4.68,5.75,2.78,15.53,15.5,14.63,714,690,744
6/1/2020,CO,18.83,32.63,15.4,24.17,39.67,20.18,1676,1414,1720,24.3,30.24,22.96,10.57,14.88,9.09,3.76,6.46,3.25,2.6,4.91,2.07,1.09,2.34,0.89,4.3,7.81,3.4,12.95,17.09,11.14,728,666,743
6/1/2020,CT,19.78,38.37,13.53,25.51,44.79,18.71,1529,1404,1567,24.26,32.9,22.08,9.54,16.98,7.12,4.44,8.88,3.43,2.77,6.19,1.9,2.41,4.62,2,1.48,2.77,1.01,9.93,8.33,9.21,725,644,748
6/1/2020,DC,24.24,35.64,6.22,27.89,39.89,8.17,1469,1558,967,24.14,30.84,16.27,12.66,17.4,4.23,4.82,7.65,2.28,6.61,8.72,1.79,1.79,2.89,0.88,2.58,3.76,0.49,8.16,8.25,n/a*,707,660,761
6/1/2020,DE,24.47,41.83,19.54,31.42,51.08,25.53,1852,1887,1757,25.68,33.17,23.52,11.27,17.73,8.72,4.88,8.27,3.93,4.28,7.04,3.43,1.99,4.18,1.61,6.03,10.26,4.65,9.94,10.73,9.55,701,630,724
6/1/2020,FL,25.11,31.74,20.5,33.09,39.48,28.45,2227,2283,2188,27.78,32.69,24.68,13.91,15.35,12.46,6.03,8.5,4.59,3.94,5.46,3.05,2.02,2.77,1.61,4.88,5.78,4.15,7.13,7.54,6.84,688,663,717
6/1/2020,GA,30.59,40.52,24.57,37.37,48.25,31.14,1969,2053,1876,30.55,36.33,27.86,14.36,17.97,11.58,6.45,9.96,4.88,5.84,8.23,4.51,2.28,3.36,1.82,6.02,8.24,4.66,6.43,7.29,5.67,671,634,692
6/1/2020,HI,15.74,15.81,14.52,18.72,18.66,20.97,1996,1924,n/a*,24.59,24.54,26.37,11.16,10.84,n/a*,4.27,4.34,2.82,3.73,3.77,0,1.75,1.65,n/a*,4.15,4.27,2.42,12.1,12.47,n/a*,725,724,701
6/1/2020,IA,17.6,44.59,16.91,21.83,43.24,21.03,1670,1063,1719,22.28,27.92,22.03,10.62,n/a*,10.44,3.52,7.27,3.43,2.38,n/a*,2.26,1.28,n/a*,1.24,2.69,2.7,2.6,6.35,n/a*,6.38,732,630,735
6/1/2020,ID,17.75,28.57,17.29,21.75,42.86,21.26,2113,n/a*,2130,24.35,n/a*,24.21,10.59,n/a*,10.4,3.49,n/a*,3.41,2.62,n/a*,2.56,0.91,n/a*,0.87,6.46,7.94,6.35,11.09,n/a*,10.95,719,653,721
6/1/2020,IL,21.68,38.69,16.35,27.76,45.46,22.19,1564,1575,1600,24.33,32.81,22.21,10.98,18.44,8.64,4.33,8.25,3.37,3.76,7.17,2.86,1.92,3.38,1.68,4.2,7.25,3.27,9.75,11.04,8.98,715,644,739
6/1/2020,IN,25.23,45.77,22.61,31.35,53.01,28.6,1889,1865,1876,26.05,35.43,25.25,14.05,23.09,12.6,4.49,8.62,4.13,3.84,9.64,3.29,1.88,4.08,1.75,5.54,9.1,5.09,6.54,7.57,6.14,690,611,703
6/1/2020,KS,22.1,39.48,19.02,27.54,47.13,24.21,1726,1570,1722,24.18,31.17,23.18,12.69,25.77,11.22,3.56,6.61,3.2,2.54,3.7,2.24,1.51,1.9,1.41,4.05,6.14,3.6,7.52,10.53,6.74,712,640,725
6/1/2020,KY,27.92,61.8,26.38,35.31,69.14,33.77,1340,1074,1355,26.02,39.84,25.51,15.5,26.58,15.05,4.97,13.94,4.72,4.41,9.56,4.18,2.08,5.56,2.04,5.17,7.51,4.94,5.71,1.1,5.51,677,552,683
6/1/2020,LA,33.18,45.95,27.7,41.88,55.84,36.06,1915,1899,1946,29.71,34.74,28.09,15.34,18.88,12.99,5.88,8.74,5.07,6.55,10.08,5.1,2.96,4.75,2.44,6.64,9.47,5.4,17.54,20.67,14.67,667,611,682
6/1/2020,MA,15.44,30.8,12.37,18.82,35.05,15.7,1584,1500,1646,21.63,30.04,20.49,7.78,13.38,6.58,4.01,7.64,3.36,2.59,6.13,2.08,1.61,3.02,1.54,1.52,3.77,1.14,9.63,8.72,10.74,737,665,749
6/1/2020,MD,23.19,32.03,17.15,28.29,38.01,21.73,1588,1713,1450,27.02,33.14,23.88,11.69,14.48,9.07,5.3,7.68,4,4.07,5.74,2.92,2.12,3.45,1.6,3.53,4.97,2.63,6.32,7.05,5.29,706,665,736
6/1/2020,ME,19.79,n/a**,19.75,27.95,n/a**,27.9,1711,n/a**,1718,24.8,n/a**,24.8,9.49,n/a**,9.42,3.96,n/a**,3.93,1.98,n/a**,2.01,2.03,n/a**,2.02,3.05,n/a**,3.07,5.17,n/a**,5.21,718,n/a**,719
6/1/2020,MI,22.64,50.58,18.6,29.35,59.59,24.97,1517,1799,1422,24.25,37.55,23.12,13.73,28.92,11.13,4.13,10.73,3.52,3.78,12.49,2.94,1.31,3.12,1.21,4.09,9.19,3.33,7.11,7.28,6.81,713,585,728
6/1/2020,MN,12.61,29.45,11.57,14.68,33.93,13.47,1739,1636,1764,21.3,29.38,20.89,8.02,18.91,7.31,2.92,5.97,2.78,2.03,5.44,1.85,1.24,2.15,1.21,2.06,3.55,1.95,5.58,8.08,5.25,744,669,748
6/1/2020,MO,25.35,53.54,21.96,32.48,62.57,28.8,1977,2202,1932,25.07,35.43,24.15,12.95,22.56,11.65,4.35,9.94,3.88,4.47,10.62,3.85,1.73,4.9,1.56,6.16,12.33,5.39,9.8,12.26,9.09,697,579,713
6/1/2020,MS,33.66,46.53,27.69,38.98,51.5,32.84,1792,1837,1763,31.81,36.58,30.42,16.64,21.51,13.76,7.68,11.55,6.43,7.3,10.64,5.53,3.38,5.05,2.67,7.47,9.31,6.54,14.28,15.85,12.98,659,607,675
6/1/2020,MT,18.02,47.99,16.81,22.31,53.7,21.11,1742,1936,1763,24.28,37.22,23.99,11.52,29.82,10.9,3.04,8.03,3,2.92,16.67,2.46,1.11,n/a*,1.03,2.54,4.86,2.39,5.42,n/a*,4.53,723,601,728
6/1/2020,NC,26.36,37.08,22.26,35.26,47.45,30.62,1674,1723,1633,27.06,32.18,25.27,12.24,15.5,10.14,5.45,8.69,4.65,4.5,6.87,3.66,1.91,3.07,1.62,5.3,7.1,4.51,5.43,5.68,5.68,688,646,711
6/1/2020,ND,15.11,37.95,14.36,17.28,41.91,16.46,2211,1813,2254,24.33,38.02,24.11,8.46,n/a*,8.44,3.18,7.69,3.1,2.08,9.8,1.89,1.4,n/a*,1.42,4.53,5.28,4.45,10.71,n/a*,10.82,732,629,734
6/1/2020,NE,16.56,34.87,14.46,19.72,40.48,17.32,2020,1993,2130,23,29.56,22.38,7.76,17.5,7.18,3.36,8.49,3.12,2.33,5.17,2.02,1.08,2.08,1.07,3.39,5.81,3.14,6.47,2.41,6.96,729,648,738
6/1/2020,NH,14.98,n/a**,14.97,19.7,n/a**,19.65,1717,n/a**,1717,23.1,n/a**,23.12,8.47,n/a**,8.41,3.82,n/a**,3.79,2.34,n/a**,2.31,1.77,n/a**,1.76,2.23,n/a**,2.22,4.72,n/a**,4.78,734,n/a**,734
6/1/2020,NJ,19.58,31.54,13.29,25.18,37.79,18.57,1348,1238,1458,23.64,28.76,21.49,9.95,14.62,7.33,4.58,7.33,3.47,3.05,5.49,2.07,2.4,3.31,2.15,2.29,3.19,1.73,8.81,9.18,8.26,720,668,745
6/1/2020,NM,27.26,32.43,16.64,35.25,40.96,23.03,1774,1752,1798,27.31,29.63,21.48,15.78,18.2,12.14,5.05,5.79,3.74,5.93,7.72,2.92,2.19,2.61,0.69,8.17,10.11,4.11,10,10.54,12,675,659,736
6/1/2020,NV,28.4,39.68,19.49,35.65,47.47,26.01,2157,2012,2142,28.5,32.94,25.1,16.34,21.66,12.33,6.18,9.23,4.14,4.9,7.72,2.95,1.39,2.4,0.94,10.4,13.73,7.04,17.76,19.75,15.57,675,638,720
6/1/2020,NY,18.64,26.44,14.45,22.47,30.02,18.57,1775,1748,1839,24.14,29.68,21.84,10.37,14.49,8.18,5.05,8.1,3.63,3.1,5.55,2.24,2.23,3.72,1.88,1.61,2.24,1.35,4.25,4.67,3.45,722,676,743
6/1/2020,OH,24.72,49.48,21.24,31.98,57.4,28.38,1528,1546,1521,24.71,35.5,23.69,13,22.56,11.29,4.53,9.3,4.04,3.67,9.33,3.05,1.7,3.68,1.57,7.57,12.8,6.86,8.07,10.83,7.3,700,596,716
6/1/2020,OK,30.31,49.74,26.96,37.11,57.23,33.79,2160,1969,2158,28.43,33.22,27.63,17.02,32.73,14.64,5.38,9.59,5.03,5.4,9.39,4.95,2.1,2.03,2.03,5.44,6.66,5.04,14.03,15.53,13.13,673,589,679
6/1/2020,OR,16.42,n/a*,15.74,19.51,n/a*,18.78,1578,n/a*,1597,23.45,n/a*,23.23,12.13,n/a*,11.63,3.39,n/a*,3.33,1.86,n/a*,1.77,1.01,n/a*,1.02,3.38,n/a*,3.3,8.2,n/a*,8.13,726,n/a*,729
6/1/2020,PA,20.7,45.81,17.15,26.86,54.11,23.03,1811,1737,1836,23.92,35.55,22.78,11.86,24.17,9.82,4.42,10.89,3.81,2.95,7.94,2.43,2.2,5.76,1.96,3.71,6.37,3.33,4.44,6.21,3.82,723,609,737
6/1/2020,RI,20.26,35.09,16.83,24.35,39.52,20.77,1705,1527,1805,24.74,31.62,23.48,10.7,16.79,9.43,4.36,8.59,3.66,2.74,5.4,2.36,2.14,2.2,2.09,2.38,3.36,2.15,8.72,11.7,6.83,718,655,731
6/1/2020,SC,30.99,44.61,25.95,41.35,56.59,35.65,2169,2156,2196,28.5,34.35,26.69,14.83,19.66,12.7,5.61,9.49,4.82,6.96,11.88,5.2,2.29,4.36,1.9,6.93,9.27,5.99,6.37,8.7,5.64,673,617,689
6/1/2020,SD,14.85,44.66,13.58,16.86,49.24,15.4,2212,2192,2261,24.19,32.6,23.99,7.69,17.24,7.52,3.71,9.26,3.62,2.48,12.95,2.16,1.25,n/a*,1.25,3.52,4.79,3.5,10.45,n/a*,10.05,731,598,735
6/1/2020,TN,28.18,51.07,25,35.04,58.08,31.95,1910,1996,1897,26.95,37.94,25.7,14.29,21.68,12.92,4.86,9.98,4.32,5.28,11.74,4.59,1.93,4.08,1.76,5.66,10.67,4.91,13.75,20.39,11.94,682,586,698
6/1/2020,TX,30.36,38.18,22.34,40.89,49.27,32.26,2153,2138,2160,28.99,32.32,26.05,13.33,15.59,11.02,5.59,7.18,4.29,6.4,8.77,4.1,2.13,2.96,1.56,5.97,7.35,4.43,7.61,7.37,7.67,671,644,705
6/1/2020,UT,17.67,35.66,16.34,21.57,41.26,20.27,1960,1759,1984,24.71,31.44,24.24,9.74,18.81,9.04,3.59,6.36,3.41,2.58,6.19,2.43,1.15,2.94,1.12,4.39,7.09,4.13,10,12.68,9.72,720,654,724
6/1/2020,VA,22.5,34.06,19.32,27.86,40.82,24.45,1778,1872,1684,25.62,31.31,24.09,10.45,14.62,8.55,4.24,6.63,3.62,3.17,4.58,2.82,1.63,2.27,1.58,4.39,5.81,4.05,6.3,7.26,5.57,715,662,729
6/1/2020,VT,14.54,n/a*,14.48,18.76,n/a*,18.7,1708,n/a*,1715,22.69,n/a*,22.72,7.45,n/a*,7.53,3.55,n/a*,3.53,2.19,n/a*,2.12,1.73,n/a*,1.76,0.66,n/a*,0.68,14.71,n/a*,14.71,734,n/a*,735
6/1/2020,WA,14.97,20.51,13.69,18.04,23.78,16.63,1846,1737,1795,23.47,25.99,23.22,9.6,12.33,9.04,3.28,5.3,2.99,2.23,2.85,2.03,0.93,1.36,0.86,5.75,7.71,5.16,8.81,10.36,8.22,734,700,739
6/1/2020,WI,17.03,48.21,14.25,21.02,53.65,18.12,1768,1647,1805,21.84,33.93,21.22,9.71,21.86,8.3,2.9,7.88,2.63,2.75,8.71,2.36,1.21,3.79,1.12,4.39,11.52,3.78,8.13,8.46,8.05,738,599,746
6/1/2020,WV,29.72,n/a*,29.61,40.32,n/a*,40.22,1593,n/a*,1581,27.05,n/a*,26.97,15.19,n/a*,15.08,5.35,n/a*,5.3,4.02,n/a*,3.98,2.51,n/a*,2.51,4.4,n/a*,4.39,3.28,n/a*,3.27,675,n/a*,675
6/1/2020,WY,21.31,72.55,20.88,26.49,82.35,26.08,2533,n/a*,2543,25.56,n/a*,25.59,9.55,n/a*,9.74,3.91,n/a*,3.82,2.71,n/a*,2.64,1.3,n/a*,1.25,4.35,5.88,4.27,13.44,n/a*,13.5,715,n/a*,716
8/1/2020,AK,23.09,33.86,17.95,27.02,31.62,22.13,2173,1353,2187,31.34,39.96,29.77,13.68,19.74,12.01,3.63,6.19,2.71,2.32,1.69,1.58,1.65,5.1,1.13,4.35,8.43,2.75,32.74,20.31,33.33,701,648,723
8/1/2020,AL,31.14,48.74,26.61,37.47,56.51,32.54,1972,1991,1974,29.66,37.33,28.22,13.82,20.92,11.55,5.33,8.75,4.73,6.4,11.82,5.26,2.44,3.88,2.11,8.65,13.81,7.26,17.29,22.79,15.51,671,599,685
8/1/2020,AR,30.85,48.63,28.29,37.7,57.54,34.91,1646,1737,1636,29.13,36.47,28.29,14.34,21.9,12.81,5.96,10.98,5.57,4.51,8.97,3.92,2.19,2.41,2.06,3.23,4.34,3.03,5.89,4.61,5.25,672,599,677
8/1/2020,AZ,23.68,37.32,16.71,31.22,46.03,23.57,2069,2020,2059,25.94,32.01,23.27,13.44,18.47,10.76,4.39,7.1,3.47,3.53,6.33,2.2,1.23,2.32,0.88,5.13,7.84,3.77,8.56,8.33,8.29,696,644,729
8/1/2020,CA,18.77,22.72,12.7,23.77,28.17,17.08,1897,1910,1703,23.54,25.31,21.02,10.79,12.56,8.11,4.17,5.16,3,3.03,3.94,1.62,1.14,1.39,0.86,4.7,5.79,2.78,14.94,14.89,13.82,716,692,744
8/1/2020,CO,18.47,32.45,15.05,23.76,39.54,19.74,1699,1421,1759,24.71,30.56,23.37,10.33,15.15,8.83,3.57,5.92,3.1,2.37,4.42,1.91,1.07,2.32,0.88,4.38,7.85,3.48,12.93,17.2,10.73,729,667,743
8/1/2020,CT,19.27,37.73,13.03,25.13,44.57,18.3,1539,1405,1593,24.7,33.48,22.47,9.23,16.29,6.92,4.21,8.44,3.19,2.16,4.75,1.44,2.18,3.91,1.87,1.51,2.85,1.05,8.55,7.01,7.65,726,646,748
8/1/2020,DC,23.48,34.46,5.89,27.09,38.61,7.86,1492,1555,962,24.23,30.81,16.35,12.31,16.08,5.02,4.35,6.74,1.88,5.79,7.49,1.55,1.2,2.05,0.88,2.65,3.87,0.4,4.88,6.19,n/a*,710,663,763
8/1/2020,DE,23.92,40.63,19.04,31.12,50.35,25.42,1850,1874,1735,25.51,33.8,23.21,10.83,17.5,8.71,4.56,6.65,3.91,3.94,7.29,3.12,2.1,3.73,1.72,6.14,10.21,4.73,9,9.91,8.32,703,637,725
8/1/2020,FL,24.86,31.4,20.28,33.12,39.54,28.41,2209,2283,2151,27.81,32.26,24.93,13.04,14.62,11.62,5.67,7.93,4.33,3.45,4.82,2.63,1.94,2.49,1.61,4.92,5.83,4.18,7.01,7.41,6.55,689,664,717
8/1/2020,GA,29.86,39.35,24.08,36.91,47.39,30.73,1999,2101,1915,30.61,35.92,28.11,13.65,16.93,10.97,5.99,9.19,4.57,5.12,7.02,4.07,2.27,3.27,1.82,6.05,8.22,4.7,6.23,6.89,5.73,672,637,693
8/1/2020,HI,15.85,15.9,19.35,19.16,19.12,22.58,1896,1810,n/a*,24.46,24.52,27.78,10.76,10.4,n/a*,4.06,4.04,2.78,3.34,3.41,0,1.65,1.6,n/a*,4.14,4.26,2.42,12.2,12.59,n/a*,725,724,706
8/1/2020,IA,17.58,46.26,16.88,21.94,44.9,21.17,1667,1037,1698,22.75,27.75,22.51,10.27,n/a*,10.03,3.33,11.54,3.23,2.18,n/a*,2.08,1.52,n/a*,1.46,2.75,2.72,2.66,6.28,n/a*,6.31,731,630,734
8/1/2020,ID,17.67,31.34,17.2,21.78,43.28,21.24,2265,n/a*,2309,24.78,n/a*,24.64,10.25,n/a*,10.01,3.47,n/a*,3.38,2.46,n/a*,2.41,1.06,n/a*,1.03,6.41,8.96,6.29,10.99,n/a*,10.57,719,652,721
8/1/2020,IL,21.45,37.85,16.3,27.77,45.14,22.31,1586,1588,1626,24.64,32.36,22.73,10.57,17.59,8.34,4.08,7.53,3.23,3.32,6.38,2.54,1.95,3.16,1.77,4.27,7.35,3.31,9.29,10.88,8.49,715,646,738
