date,place,subp_credit_all,subp_credit_coc,subp_credit_whi,debt_in_collect_all,debt_in_collect_coc,debt_in_collect_whi,median_debt_in_collect_all,median_debt_in_collect_coc,median_debt_in_collect_whi,avg_cc_util_all,avg_cc_util_coc,avg_cc_util_whi,stud_loan_del_rate_all,stud_loan_del_rate_coc,stud_loan_del_rate_whi,cc_del_rate_all,cc_del_rate_coc,cc_del_rate_whi,auto_retail_loan_del_rate_all,auto_retail_loan_del_rate_coc,auto_retail_loan_del_rate_whi,mortgage_del_rate_all,mortgage_del_rate_coc,mortgage_del_rate_whi,afs_cred_all,afs_cred_coc,afs_cred_whi,del_afs_credit_rate_all,del_afs_credit_rate_coc,del_afs_credit_rate_whi,median_credit_score_all,median_credit_score_coc,median_credit_score_whi
8/1/2020,IN,25.16,45.95,22.51,31.33,53.2,28.54,1889,1855,1891,26.59,36.15,25.79,13.76,22.81,12.36,4.35,8.1,4.01,3.47,7.82,3.02,2.02,4.11,1.9,5.61,9.21,5.18,6.79,8.06,6.2,690,610,704
8/1/2020,KS,21.98,39.45,18.87,27.4,46.65,24.07,1735,1503,1779,24.64,31.84,23.66,12.25,23.42,10.89,3.64,7.02,3.28,2.28,4.17,2,1.52,1.88,1.44,4.09,5.95,3.69,7.84,14.46,7.25,712,645,724
8/1/2020,KY,27.48,60.5,25.95,35.19,68.46,33.67,1320,1071,1327,26.34,38.82,25.84,14.58,23.53,14.23,4.9,13.8,4.66,4.09,6.86,3.88,2,7.21,1.94,5.22,7.97,4.97,5.56,3.13,5.5,677,552,684
8/1/2020,LA,32.63,45.09,27.32,41.54,55.45,35.77,1923,1912,1955,29.91,34.58,28.4,14.47,17.86,12.27,5.54,7.74,4.92,5.87,8.95,4.59,2.82,3.92,2.45,6.68,9.57,5.45,17.55,20.82,14.69,668,615,683
8/1/2020,MA,15.02,30.12,12,18.76,34.97,15.68,1597,1458,1661,21.83,30.22,20.7,7.61,13.38,6.4,3.7,6.92,3.12,2.19,4.93,1.8,1.49,2.82,1.4,1.57,3.83,1.18,9.88,7.62,11.67,738,666,749
8/1/2020,MD,22.6,31.11,16.81,27.75,37.35,21.32,1611,1722,1490,27.07,33.02,24.07,10.9,13.68,8.34,4.78,6.87,3.56,3.54,4.94,2.57,2.01,3.1,1.52,3.61,5.04,2.68,7.31,7.83,6.71,707,667,736
8/1/2020,ME,19.51,n/a**,19.5,27.93,n/a**,27.89,1747,n/a**,1759,25.03,n/a**,25.04,8.98,n/a**,8.93,3.71,n/a**,3.71,1.9,n/a**,1.92,1.83,n/a**,1.83,3.09,n/a**,3.1,4.79,n/a**,4.69,719,n/a**,719
8/1/2020,MI,21.92,48.89,18.02,28.82,58.63,24.5,1515,1769,1430,24.4,36.75,23.32,13.16,27.87,10.65,3.61,8.83,3.14,3.39,11.33,2.61,1.26,2.39,1.19,4.1,9.29,3.33,6.6,7.43,6.2,714,592,729
8/1/2020,MN,12.22,28.53,11.19,14.4,34,13.18,1777,1689,1791,21.74,30.48,21.31,7.73,18.41,7.05,2.79,6.34,2.63,1.8,4.87,1.62,1.14,1.25,1.1,2.09,3.48,1.98,6.77,6.12,6.61,744,668,748
8/1/2020,MO,24.86,51.82,21.64,31.94,61.1,28.42,2046,2357,1975,25.55,35.81,24.63,12.24,21.65,10.99,4.27,9.16,3.86,4.08,9.76,3.48,1.64,4,1.5,6.29,12.81,5.49,10.04,10.84,9.52,699,585,713
8/1/2020,MS,33.05,45.9,27.02,39.15,52.1,32.82,1810,1828,1799,31.82,36.39,30.53,15.9,20.96,12.9,7.19,10.72,6.12,6.49,9.18,5.06,3.64,5.51,3.03,7.56,9.39,6.64,13.9,15.52,12.39,660,609,675
8/1/2020,MT,17.71,50.11,16.49,21.95,53.09,20.78,1789,2107,1807,24.53,40.38,24.2,11.18,30.36,10.56,3.12,6.2,3.12,2.53,15.38,2.13,1.24,n/a*,1.19,2.53,4.9,2.38,4.49,n/a*,4.01,724,592,728
8/1/2020,NC,25.71,36.1,21.66,34.36,46.29,29.69,1612,1662,1556,27.38,32.57,25.59,11.83,15.11,9.81,5.1,7.65,4.45,3.82,6.03,3.04,2.03,2.9,1.8,5.36,7.28,4.53,5.29,5.65,5.07,690,649,713
8/1/2020,ND,15.19,36.74,14.46,17.43,41.85,16.62,1976,1689,1999,24.93,35.82,24.69,8.26,n/a*,8.25,3.19,10.1,3.07,1.97,7.14,1.81,1.3,n/a*,1.32,4.53,5.75,4.44,11.66,n/a*,11.45,732,635,734
8/1/2020,NE,16.41,33.94,14.33,19.5,39.82,17.14,2095,1989,2242,23.74,29.8,23.16,7.27,16.92,6.76,3.4,7.22,3.21,1.99,4.92,1.7,1.12,2.99,1.06,3.43,5.74,3.19,7.65,6.1,8.08,728,649,737
8/1/2020,NH,14.68,n/a**,14.64,19.54,n/a**,19.49,1692,n/a**,1690,23.49,n/a**,23.5,8.5,n/a**,8.42,3.56,n/a**,3.54,2.18,n/a**,2.15,1.63,n/a**,1.64,2.29,n/a**,2.29,4.01,n/a**,4.05,734,n/a**,735
8/1/2020,NJ,19.04,30.83,12.94,24.93,37.46,18.4,1363,1270,1458,23.76,28.86,21.66,9.52,14.14,7.06,4.13,6.42,3.19,2.55,4.88,1.63,2.09,2.92,1.82,2.33,3.24,1.78,8.9,9,8.23,721,669,745
8/1/2020,NM,26.62,31.74,15.98,34.82,40.6,22.85,1724,1662,1853,27.51,29.63,22.7,14.85,16.98,11.16,4.66,5.54,3.4,5.57,7.09,2.7,2.38,3.33,0.88,8.32,10.31,4.12,10.09,10.21,11.18,675,662,735
8/1/2020,NV,27.7,38.8,18.96,35.44,47.24,25.86,2204,2050,2252,28.39,32.54,25.16,15.84,20.85,12.26,5.65,8.25,3.78,4.1,6.5,2.38,1.34,2.4,1.06,9.25,12.33,6.11,18.49,20.54,16.16,677,642,720
8/1/2020,NY,18.15,25.7,14.08,22.23,29.66,18.34,1783,1768,1843,24.16,29.44,21.99,10,13.88,7.9,4.5,7.05,3.31,2.73,4.83,1.99,2.18,3.29,1.94,1.63,2.28,1.36,3.64,3.91,2.95,723,678,743
8/1/2020,OH,24.42,49.24,20.9,31.81,57.34,28.2,1509,1502,1512,25.18,36.5,24.12,12.45,21.86,10.8,4.22,8.41,3.77,3.37,7.96,2.84,1.74,3.42,1.63,7.59,12.76,6.89,8.19,10.48,7.5,700,597,716
8/1/2020,OK,30.35,49.46,27.04,37.22,56.71,33.97,2183,2090,2153,28.96,34.27,28.21,16.1,31.47,13.88,5.08,7.85,4.8,4.62,7.59,4.18,2.36,2.56,2.24,5.52,6.73,5.1,14.2,15.04,13.54,673,591,680
8/1/2020,OR,16.02,n/a*,15.34,19.16,n/a*,18.47,1555,n/a*,1564,23.78,n/a*,23.56,11.61,n/a*,11.11,3.14,n/a*,3.09,1.68,n/a*,1.57,0.96,n/a*,0.9,3.4,n/a*,3.32,8.35,n/a*,8.29,727,n/a*,729
8/1/2020,PA,20.11,44.29,16.72,26.57,53.5,22.8,1825,1791,1831,23.92,34.52,22.86,11.41,22.92,9.48,4,9.39,3.52,2.53,6.24,2.13,2.08,4.83,1.88,3.78,6.64,3.36,4.15,4.82,3.78,724,616,738
8/1/2020,RI,19.6,32.91,16.46,23.9,37.68,20.59,1820,1646,1892,25.01,31.62,23.76,10.47,16.04,9.31,4.05,7.4,3.47,2.17,4.21,1.83,2.08,2.42,2,2.43,3.49,2.17,8.27,12.24,5.73,720,661,732
8/1/2020,SC,30.24,43.86,25.33,40.56,56.01,34.91,2158,2059,2200,28.66,34.47,26.94,14.27,18.91,12.17,5.21,8.13,4.47,6.39,10.67,4.83,2.32,4.94,1.89,7.06,9.4,6.08,6.16,7.79,5.29,675,620,692
8/1/2020,SD,14.7,44.37,13.44,16.63,49.45,15.15,2200,2205,2220,24.42,34.31,24.22,7.74,19.64,7.52,3.44,5.77,3.35,2.33,13.57,1.98,1.58,n/a*,1.56,3.6,4.86,3.57,10.83,n/a*,10.27,731,601,735
8/1/2020,TN,27.78,50.88,24.59,34.89,58.61,31.68,1954,2130,1922,27.27,37.48,26.08,13.66,20.65,12.35,4.67,9.33,4.18,4.84,11.23,4.15,2.02,4.29,1.86,5.75,10.66,4.97,13.29,18.93,11.73,683,586,699
8/1/2020,TX,29.98,37.72,22.09,40.78,49.2,32.13,2200,2193,2190,29.19,32.35,26.42,12.73,14.91,10.45,5.33,6.8,4.14,5.83,7.98,3.75,2.15,2.98,1.58,6.06,7.49,4.49,7.35,7.19,7.3,672,645,706
8/1/2020,UT,17.61,36.43,16.27,21.62,41.56,20.25,1977,1725,2011,25.32,33.38,24.83,9.65,20,9.09,3.33,8.27,3.1,2.43,9.57,2.24,1.05,2.27,1.05,4.27,6.12,4.02,10.17,19.35,9.92,720,654,724
8/1/2020,VA,22.04,33.47,18.94,27.51,40.43,24.11,1790,1929,1680,25.91,31.55,24.39,9.98,14.26,8.03,4,6.15,3.48,2.92,4.12,2.6,1.65,2.1,1.63,4.45,5.93,4.11,7.55,8.65,6.74,716,664,730
8/1/2020,VT,14.26,n/a*,14.21,18.57,n/a*,18.5,1748,n/a*,1750,22.67,n/a*,22.68,7.48,n/a*,7.55,3.33,n/a*,3.34,2.04,n/a*,1.99,1.75,n/a*,1.79,0.65,n/a*,0.66,13.43,n/a*,13.43,736,n/a*,736
8/1/2020,WA,14.62,19.84,13.34,17.71,23.73,16.23,1853,1725,1822,23.76,26.14,23.55,9.25,12.02,8.63,3.15,5,2.89,1.96,2.61,1.84,0.93,1.21,0.86,5.8,7.75,5.19,8.39,9.6,7.87,734,702,739
8/1/2020,WI,16.72,47.75,13.97,20.68,53.04,17.81,1782,1595,1823,22.24,34.11,21.63,9.44,20.5,8.14,2.86,7.22,2.63,2.58,8.17,2.2,1.18,2.99,1.11,4.43,11.8,3.79,8.06,7.56,8.14,738,601,746
8/1/2020,WV,29.35,n/a*,29.22,39.68,n/a*,39.57,1543,n/a*,1537,27.67,n/a*,27.59,14.69,n/a*,14.64,5.41,n/a*,5.38,3.81,n/a*,3.78,2.55,n/a*,2.52,4.55,n/a*,4.54,3.25,n/a*,3.25,675,n/a*,675
8/1/2020,WY,21.06,67.31,20.68,26.16,82.69,25.78,2566,n/a*,2569,26.09,n/a*,26.09,8.93,n/a*,9.19,3.81,n/a*,3.83,2.35,n/a*,2.3,1.51,n/a*,1.46,4.23,5.77,4.16,13.53,n/a*,13.52,714,524,716
10/1/2020,AK,23.18,32.89,18.2,26.92,32.24,21.8,2181,1273,2369,31.53,38.51,30,13.28,17.33,11.51,3.65,6.21,2.83,2.17,0.55,1.66,1.78,5.21,1.46,4.39,8.55,2.82,33.11,23.08,33.11,702,648,723
10/1/2020,AL,30.78,48.26,26.37,37.44,56.08,32.63,1953,1974,1941,30,37.68,28.58,12.94,20.13,10.83,5.06,8.85,4.45,6,10.3,5.05,2.4,4.04,2.16,8.67,13.83,7.24,17.25,22.73,15.27,671,601,684
10/1/2020,AR,30.5,48.66,27.83,37.7,57.39,34.89,1663,1767,1661,29.37,36.9,28.56,13.65,20.61,12.3,5.63,10.65,5.22,4.55,8.44,4.08,2,1.76,1.87,3.38,4.49,3.19,5.62,6.96,4.87,672,599,677
10/1/2020,AZ,23.12,36.16,16.43,30.66,45.14,23.23,2052,1975,2048,26.42,32.57,23.67,12.98,17.83,10.54,4.05,6.41,3.19,3.53,6.16,2.21,1.14,2.26,0.75,5.29,7.98,3.95,8.63,8.44,8.82,697,646,729
10/1/2020,CA,18.28,22.15,12.28,23.63,28.01,16.94,1896,1919,1701,23.49,25.23,20.97,10.4,12.16,7.88,3.69,4.55,2.64,2.79,3.6,1.51,0.95,1.11,0.81,4.75,5.86,2.77,14.82,14.86,13.88,716,693,744
10/1/2020,CO,18.05,31.99,14.71,23.65,39.27,19.71,1637,1386,1671,25,31.33,23.61,9.64,13.88,8.24,3.32,5.42,2.91,2.26,4,1.83,0.98,2.01,0.79,4.46,7.9,3.56,13.2,17.27,11.5,728,666,743
10/1/2020,CT,18.75,36.81,12.68,24.74,43.56,18.2,1546,1438,1588,24.82,33.57,22.58,8.8,15.82,6.61,3.83,7.82,2.88,2.15,4.92,1.43,1.86,3.09,1.61,1.56,3,1.05,9.3,10.21,8.11,726,648,748
10/1/2020,DC,22.83,33.09,5.75,26.54,37.64,7.68,1535,1572,955,24.81,31.41,16.46,11.83,15.01,4.81,4.19,6.31,1.91,5.8,7.73,1.81,1.21,1.84,0.88,2.8,3.98,0.54,5,6.51,n/a*,710,666,764
10/1/2020,DE,23.37,38.91,18.55,31.15,49.87,25.67,1847,1879,1694,25.97,34.35,23.64,10.32,17.12,8.24,3.99,5.16,3.51,3.35,5.09,2.73,1.71,3.53,1.25,6.23,10.52,4.7,9.21,7.95,9.13,702,643,725
10/1/2020,FL,24.6,31.19,20.04,33.03,39.58,28.3,2225,2292,2174,28.08,32.49,25.22,12.34,13.82,11,5.12,7.1,4.01,3.39,4.67,2.62,1.7,2.18,1.46,5.06,5.98,4.3,7.12,7.44,6.73,690,664,717
10/1/2020,GA,29.41,38.82,23.66,36.96,47.46,30.84,1983,2071,1909,30.99,36.48,28.4,13.03,16.31,10.37,5.52,8.5,4.3,5.02,7.06,3.83,2,2.64,1.71,6.13,8.36,4.78,6.75,7.42,5.86,672,638,693
10/1/2020,HI,15.58,15.58,21.37,18.93,18.91,25.64,1926,1878,n/a*,24.18,24.14,22.6,10.32,10.01,n/a*,3.46,3.47,5,3.36,3.51,n/a*,1.2,1.2,n/a*,4.2,4.32,2.56,11.43,11.61,n/a*,727,726,699
10/1/2020,IA,17.21,42.67,16.53,21.87,44,21.09,1677,826,1703,22.9,30.1,22.63,9.84,n/a*,9.6,3.12,8.77,3.04,1.97,n/a*,1.89,1.2,n/a*,1.16,2.81,2,2.72,6.52,n/a*,6.57,731,631,734
10/1/2020,ID,17.52,32.31,17.07,21.64,44.62,21.11,2262,n/a*,2312,24.76,n/a*,24.67,9.56,n/a*,9.3,3.22,n/a*,3.15,2.37,n/a*,2.33,0.95,n/a*,0.94,6.42,9.23,6.32,10.79,n/a*,10.63,720,652,722
10/1/2020,IL,21.21,37.59,16.14,27.93,45.24,22.49,1572,1564,1613,24.89,32.95,22.91,10.04,17.03,7.84,3.75,7.05,2.92,3.26,6.35,2.47,1.81,2.91,1.65,4.36,7.5,3.36,9.33,10.89,8.49,714,647,737
10/1/2020,IN,24.73,45.38,22.09,31.26,53.37,28.46,1856,1835,1861,26.78,36.21,25.96,13.12,21.79,11.78,4.16,8.01,3.84,3.32,7.47,2.91,1.86,2.82,1.79,5.74,9.46,5.28,6.88,7.97,6.46,690,612,703
10/1/2020,KS,21.77,40.4,18.72,27.38,47.12,24.05,1751,1498,1789,24.87,31.96,23.84,11.92,24.04,10.64,3.49,7.47,3.06,2.32,3.63,2.1,1.49,1.08,1.46,4.19,5.97,3.81,7.8,13.17,7.2,711,641,723
10/1/2020,KY,27.42,60.69,25.91,35.16,68.84,33.64,1315,1127,1322,26.67,39.41,26.17,13.8,21.81,13.47,4.59,14.1,4.36,3.96,8.19,3.75,1.93,7.14,1.86,5.28,8.16,5.05,5.94,4,6.09,678,552,684
10/1/2020,LA,32.2,44.55,26.99,41.61,55.05,35.9,1934,1958,1954,30.1,34.81,28.61,13.71,17.1,11.6,5.25,7.04,4.69,5.9,9.08,4.69,2.44,3.67,2.09,6.75,9.68,5.49,17.26,20.75,14.52,668,618,683
10/1/2020,MA,14.68,29.13,11.77,18.59,34.02,15.61,1584,1460,1653,22.18,31.2,20.99,7.38,13.17,6.23,3.37,6.42,2.85,2.14,4.88,1.76,1.3,2.28,1.22,1.61,4.04,1.19,9.95,6.62,12.25,737,667,749
10/1/2020,MD,21.91,30.12,16.22,27.47,36.81,21.15,1610,1715,1508,27.29,33.27,24.23,10.47,13.08,7.99,4.35,6.22,3.22,3.51,4.78,2.59,1.81,2.8,1.33,3.75,5.27,2.75,7.3,8.05,5.93,708,668,737
10/1/2020,ME,19.1,n/a**,19.07,27.66,n/a**,27.62,1691,n/a**,1696,24.88,n/a**,24.86,8.32,n/a**,8.27,3.34,n/a**,3.32,1.8,n/a**,1.81,1.75,n/a**,1.75,3.13,n/a**,3.15,5.01,n/a**,4.9,720,n/a**,720
10/1/2020,MI,21.56,48.09,17.73,28.67,58.45,24.4,1502,1738,1418,24.85,37.07,23.71,12.66,26.43,10.29,3.34,8.06,2.93,3.13,11.44,2.32,1.23,2.79,1.14,4.2,9.48,3.41,6.76,7.04,6.63,714,596,728
10/1/2020,MN,11.99,28.42,10.98,14.39,33.8,13.21,1727,1657,1736,21.89,31.48,21.43,7.32,16.43,6.75,2.65,5.86,2.5,1.7,4.14,1.55,1.12,1.78,1.09,2.2,3.77,2.09,6.11,7.62,5.7,744,669,748
10/1/2020,MO,24.66,52.05,21.41,32.16,61.69,28.58,2021,2280,1973,25.89,37.01,24.94,11.94,20.64,10.75,3.93,8.8,3.56,4.09,9.99,3.47,1.62,3.14,1.51,6.38,13.11,5.57,9.16,11.78,8.29,698,585,713
10/1/2020,MS,32.57,44.86,26.72,39.06,51.51,32.94,1845,1932,1837,32.2,36.94,30.78,15.09,19.96,12.17,6.73,9.87,5.76,6.51,9.43,5.09,3.54,5.06,2.91,7.65,9.36,6.77,13.99,15.37,12.63,661,612,675
10/1/2020,MT,17.34,48.93,16.13,22.08,53,20.93,1799,2092,1786,24.31,39.5,23.97,11.03,28.57,10.43,2.9,7.87,2.88,2.22,12.73,1.9,1.06,n/a*,0.96,2.63,5.15,2.48,5.44,n/a*,5.37,723,597,727
10/1/2020,NC,25.31,35.36,21.39,34.25,46.1,29.58,1568,1639,1511,27.65,33.13,25.78,11.4,14.68,9.42,4.75,7.35,4.02,3.67,5.79,2.87,1.81,2.83,1.59,5.41,7.37,4.59,5.64,6.31,5.31,690,649,713
10/1/2020,ND,15.15,37.3,14.43,17.43,43.09,16.59,1914,1476,1956,25.13,35.48,24.92,7.95,n/a*,8.03,2.93,5.88,2.88,1.98,7.62,1.8,1.13,n/a*,1.15,4.57,5.47,4.47,12.33,n/a*,12.17,730,635,733
10/1/2020,NE,16.23,32.85,14.24,19.49,39.6,17.17,2095,1992,2228,23.97,31.28,23.34,6.84,15.92,6.38,3.37,6.77,3.2,2.05,4.74,1.79,1.16,1.67,1.08,3.56,5.78,3.31,8.42,7.23,8.84,727,653,736
10/1/2020,NH,14.44,n/a**,14.42,19.49,n/a**,19.45,1728,n/a**,1723,23.67,n/a**,23.68,8.33,n/a**,8.3,3.33,n/a**,3.32,1.92,n/a**,1.89,1.36,n/a**,1.35,2.38,n/a**,2.38,5.47,n/a**,5.52,734,n/a**,734
10/1/2020,NJ,18.64,30.4,12.54,24.77,37.33,18.24,1372,1293,1483,24.1,29.56,21.84,9.07,13.72,6.7,3.71,5.9,2.83,2.4,4.51,1.58,1.86,2.7,1.63,2.38,3.36,1.82,9.44,9.82,9.12,721,669,745
10/1/2020,NM,26.3,31.4,15.98,34.78,40.62,22.89,1724,1650,1838,27.74,30.16,22.81,14.69,16.77,11.44,4.32,4.78,3.32,5.23,6.55,2.63,2.15,2.73,0.79,8.5,10.5,4.15,8.72,8.27,10.46,675,661,737
10/1/2020,NV,27.49,38.63,18.77,35.58,47.15,26.23,2215,2055,2267,28.92,33.57,25.48,15.15,20.6,11.81,5.3,7.22,3.77,3.71,6.1,1.93,1.14,1.88,0.76,9.34,12.45,6.27,18.45,19.66,16.81,677,642,719
10/1/2020,NY,17.92,25.3,13.92,22.24,29.72,18.32,1750,1729,1806,24.49,29.85,22.27,9.64,13.42,7.61,3.99,6.16,2.99,2.55,4.32,1.9,1.87,2.88,1.66,1.66,2.33,1.38,3.25,3.91,2.23,722,678,743
10/1/2020,OH,24.23,48.46,20.79,31.77,57,28.18,1500,1489,1507,25.42,36.08,24.39,11.8,20.75,10.26,3.98,7.16,3.59,3.3,8.3,2.74,1.6,3.23,1.49,7.67,12.85,6.96,8.36,10.75,7.64,699,601,716
10/1/2020,OK,29.95,48.55,26.83,37.19,56.51,34,2242,2111,2212,29.06,35.17,28.3,15.41,29.1,13.41,4.68,8.03,4.41,4.51,7.19,4.11,2.06,2.84,2.01,5.61,6.8,5.2,14.49,13.33,13.91,673,596,680
10/1/2020,OR,15.65,n/a*,15.04,19.05,n/a*,18.35,1542,n/a*,1552,23.83,n/a*,23.62,11.12,n/a*,10.62,2.98,n/a*,2.9,1.74,n/a*,1.67,0.76,n/a*,0.7,3.45,n/a*,3.36,8.57,n/a*,8.6,727,n/a*,730
10/1/2020,PA,19.62,43.06,16.33,26.37,52.89,22.64,1822,1775,1832,24.23,35.58,23.07,10.86,21.55,9.05,3.64,7.84,3.24,2.35,5.66,1.98,1.92,4.6,1.75,3.83,6.77,3.4,4.14,4.79,3.73,724,620,737
10/1/2020,RI,19.37,32.21,16.32,23.78,37.4,20.48,1803,1677,1891,25.45,32.76,24.01,10.2,15.43,9.04,3.5,6.6,2.94,2.34,4.1,1.98,1.95,2.44,1.78,2.53,3.59,2.26,7.02,8.91,5.17,719,660,732
10/1/2020,SC,29.97,43.49,24.99,40.58,56.39,34.85,2097,1966,2143,28.9,35.46,27.06,13.4,18.96,11.24,4.91,7.3,4.16,6.09,10.73,4.64,2.16,3.65,1.85,7.09,9.68,6.1,6.36,7.95,5.32,674,621,692
10/1/2020,SD,14.33,42.64,13.14,16.4,47.47,15.01,2212,2113,2272,24.26,35.69,24.01,7.01,16.67,6.86,3.25,6.54,3.2,2.2,12.59,1.86,1.4,n/a*,1.4,3.61,4.62,3.58,11.78,n/a*,11.28,731,608,735
10/1/2020,TN,27.65,50.58,24.46,35.01,58.89,31.86,1959,2153,1935,27.48,37.92,26.24,13.12,20.25,11.89,4.38,8.86,3.89,4.46,10.4,3.83,1.91,4.1,1.81,5.83,10.84,5.03,13.3,18.55,11.95,683,588,699
10/1/2020,TX,29.84,37.77,21.85,40.91,49.56,32.12,2163,2145,2173,29.46,32.65,26.65,11.83,13.84,9.82,4.84,6.14,3.85,5.59,7.6,3.64,1.91,2.57,1.47,6.15,7.55,4.59,7.44,7.23,7.5,672,645,706
10/1/2020,UT,17.2,36.23,15.9,21.41,41.8,20.06,1966,1717,2025,25.55,34,25.04,9.48,19.05,9.12,3.19,7.51,2.98,2.5,10.09,2.25,1.09,0.57,1.13,4.35,6.35,4.12,10.26,13.85,10.23,719,648,724
10/1/2020,VA,21.6,32.89,18.64,27.24,39.89,23.99,1804,1974,1683,26.18,31.84,24.6,9.56,14.12,7.73,3.66,5.84,3.14,2.84,4.07,2.54,1.42,1.6,1.42,4.42,5.9,4.06,6.06,6.97,5.67,716,664,729
10/1/2020,VT,13.73,n/a*,13.67,18.24,n/a*,18.19,1748,n/a*,1756,22.77,n/a*,22.79,7.18,n/a*,7.14,2.9,n/a*,2.91,2.05,n/a*,2.02,1,n/a*,1.02,0.64,n/a*,0.65,13.64,n/a*,13.64,736,n/a*,736
10/1/2020,WA,14.32,19.55,13.07,17.68,23.74,16.2,1856,1820,1824,23.86,26.5,23.68,9.04,11.73,8.3,2.88,4.11,2.68,1.82,1.93,1.68,0.84,1.22,0.77,5.84,7.79,5.23,8.76,9.33,8.61,734,702,739
10/1/2020,WI,16.58,47.42,13.83,20.88,53.25,17.99,1706,1501,1754,22.45,34.58,21.82,8.82,19.71,7.58,2.65,6.66,2.43,2.55,8.11,2.16,1.11,3.03,1.03,4.45,11.84,3.82,8.14,8.64,8.01,737,602,745
10/1/2020,WV,29.43,n/a*,29.31,40.36,n/a*,40.28,1581,n/a*,1566,28.16,n/a*,28.11,13.9,n/a*,13.92,5.03,n/a*,4.97,3.73,n/a*,3.74,2.63,n/a*,2.61,4.56,n/a*,4.55,3.16,n/a*,3.24,675,n/a*,675
10/1/2020,WY,20.8,67.31,20.41,26.45,82.69,26.08,2509,n/a*,2523,26.17,n/a*,26.2,8.79,n/a*,9.07,3.29,n/a*,3.22,2.4,n/a*,2.34,1.35,n/a*,1.3,4.31,5.77,4.3,14.03,n/a*,14.17,714,524,716